id|facturacion|antiguedad|num_lineas|num_dt|incidencia
1|216.02810893216244|2018|5||
2|255.8308416078704|2017|3||
3|135.76815269222686|2001|4||
4|255.65852749069185|2015|4||
5|22.302844835119338|1997|2|2.0|
6|99.34864494984316|1997|4||
7|88.0628831650527|1996|4||
8|73.07637736759494|2004|4||
9|395.48151376406656|2018|3||
10|378.1340245521706|2000|5|1.0|
11|391.6921959993638|2004|5||
12|199.38044260043725|2011|2||
13|209.36554987163456|2019|3||
14|121.42616662178916|1999|4||
15|62.413126861141|1998|4||
16|269.2178770131946|2004|4||SI
17|19.82671341132665|2010|2||
18|264.4850322185967|2016|3||
19|258.1736546296964|2007|5||
20|169.9223386596723|2000|4||
21|319.3722604706365|2007|5||
22|239.57917231024376|2017|5||
23|274.74631717309416|2008|5||
24|74.11496003418327|2007|4||
25|191.3352906993516|2007|2||
26|180.75488498318265|2002|4||
27|254.84577291679|2018|3||
28|90.02433194545637|2012|4||
29|172.2577389480233|2014|2||
30|74.8156228635877|2004|4||
31|73.33896005296148|1995|4||
32|195.7383067919912|1998|5||
33|154.80837730398272|2011|3|4.0|
34|324.28857676059016|2010|5||
35|285.7675080668134|2008|5||
36|191.933135137906|1998|2||
37|396.34861514084616|1998|5||
38|93.12276031988571|2001|3||
39|34.867174943392484|2017|1||
40|394.5196442128332|2003|5||
41|73.53798917486806|2018|4||
42|109.43670748106392|2013|2||
43|147.06626197076451|2002|2||
44|80.2552359544194|2013|3||
45|323.42736708042884|2016|5||
46|129.2461729869829|2000|4||
47|211.39046016409463|2016|3||
49|318.3540115646892|2017|5||
50|326.56204953530187|2019|3||
51|321.0403196840463|2006|3||
52|131.58633733768022|2006|4||
53|211.10275544237808|2001|4||
54|74.52947562235892|1996|3||SI
55|264.8107246082956|2010|4||
56|161.85478235706336|2015|2||
57|249.54996959959544|2002|4||
58|147.18556234337342|2005|5||
59|261.9613596226594|1997|5||
60|320.30339791510045|2014|4||
61|344.25782504420266|2014|3||
62|35.028437930702246|2007|3||
63|183.35312708377384|2018|5||
64|311.3947905021327|2007|5|4.0|SI
65|369.220952508924|2002|3||
66|96.77523102709657|1995|4||
67|20.965257397497467|2018|3||
68|185.1043626441564|2013|4|1.0|
69|351.98644881357257|2019|4||
70|57.12971204696888|2000|3||
71|286.4930671998982|2019|5||
72|249.3715343615548|2006|5||
73|378.348671652345|2018|3||
74|33.73701310487604|1995|1||
75|132.63976045769516|2009|5||
76|117.24186496458763|1997|2|1.0|
77|181.03218468422875|2000|5||
78|25.200064228635373|2011|3||
79|337.6665387444671|2008|5||
80|264.12942809917735|1995|5||
81|295.1072761383401|2013|5|4.0|
82|253.03938750712103|2005|5||
83|352.1780066053778|1997|4||
84|164.46818989892645|2004|4||
85|370.12974971961137|2004|4||
86|212.5442530540332|2011|5||
87|35.97916782350353|2005|3||
88|49.19767183328085|2010|3||
89|161.6611003576004|2001|5||
90|285.6764512518688|1998|3||
92|271.2069692394249|2014|5||
93|65.06467925726355|2003|4||
94|261.5673207892196|2001|4||
95|83.10054124133681|2000|4||
96|118.0591449762395|1995|4||
97|99.48504485851404|2015|4||
98|394.996335247396|1999|5||
99|161.56637246734638|2007|2||
100|378.7779402222032|2003|4||
101|134.37663729168491|2003|3||
102|323.14125503178934|2019|4||
103|163.45612208615634|2009|3||
104|204.3412679390252|2011|4||
105|228.0353200415419|2015|5||
106|378.93319632244703|1998|3||
107|57.49011414494518|2015|4||
108|397.460071449524|2017|3||
109|71.96952105177817|2003|3||
110|80.57806906886492|2019|3||
111|139.30531180940443|1996|2||
112|331.3413686693418|2016|4||
113|310.2398997579985|2012|5||
114|29.66866599008749|2012|1||
115|338.86523546377504|2011|3||
116|194.46578617209968|2018|3||
117|132.24852992945415|2011|5||
118|209.5335618252873|1999|5||
119|263.7368129329951|2019|5||
120|162.7809081529276|2002|3||
121|330.3511839520641|2012|5||
122|255.4498181897281|1995|4||
123|89.29884630911215|2013|2||
124|233.0069871679549|2006|4||
125|133.18983208372111|2016|5||
126|56.68450972611897|2007|2||
127|301.4113655871653|2011|4||
128|322.92731711190635|1997|5||
129|217.66838447805856|2019|3||
130|87.50293567591758|2018|3||
131|379.9556063923824|1998|4||
132|255.05239297827373|2012|3||
133|245.8572247632383|2002|5||
134|230.9510911728876|2002|5||
135|63.72667948051832|1997|4||
136|256.456265640656|1997|4||
137|368.0962040204631|2008|4||
138|58.095599310233794|2003|4||
139|361.0926066557663|2011|4||
140|129.8404763843638|2016|2|2.0|
141|357.76261173457016|2007|5||
142|65.0381821323917|2013|3||
143|195.14216772978213|2017|5||
144|334.7787782756329|1996|5||
145|380.3747145754537|2012|3||
146|164.18495541619112|1997|3||
147|64.15419209822292|2004|4||
148|292.27975202293936|2005|3||
149|69.22012747429686|2007|3||
150|398.6089221015576|2013|5||
151|354.0682824870722|1998|5||
152|317.61016345454624|2006|3||
153|92.61393503372211|1999|3||
154|197.0349687532577|2006|2||
155|156.02300214693022|2010|5||
156|244.52693989964607|2013|3||
157|101.4692905587113|2000|5||
158|340.6434956264545|2015|4||
159|197.0085646666656|1998|4||
160|67.86897715213756|1998|2||
161|383.80635289511497|2014|5||
162|67.9817231750764|2016|3||
163|379.6559931836491|2015|4||
164|160.14212486573|2015|3||
165|200.68469706955665|2002|5||
166|274.7751882798732|2004|3||
167|73.9172381728373|1996|3||
168|197.0210243913296|2003|2||
169|328.3292083783321|2019|4||
170|207.19722073497223|2000|3||
171|308.2793020801322|2009|3||
172|144.86950549142983|2019|5||
173|128.01641227229942|2001|3||
174|261.993938080342|2001|3||
175|180.8474884650745|2014|5||
176|368.0269304611531|2005|4||
177|150.66400378116572|1999|5||
178|138.56063197383855|2011|2||SI
179|256.5124117552774|2006|5||
180|310.31670695288966|2005|5||
181|189.57508767276173|2016|5||
182|314.4586068644478|2009|3||
183|92.27033392861958|2009|3||
184|38.44661615836276|1995|3||
185|173.41334892704597|2010|4||
186|171.1064653818093|2012|5||
187|99.8651324385195|1997|2||
188|198.77716428564324|2012|4||
189|177.41368680156532|2005|2||
190|137.4382114712314|2005|3||
191|181.89341173382945|2004|2||
192|297.5766441800293|2008|5||
193|390.9415545130471|2001|4||
194|167.18314166097682|2004|5||
195|74.5556732629287|2018|3||SI
196|135.63971557389087|2006|3||
197|291.34760572944833|2002|5||
198|241.2278429806963|2002|5||
199|146.53237124404038|2004|2||
200|268.92578324089413|2010|4|1.0|
201|185.4260544641265|2016|4||
202|38.744730609233976|2004|2||
203|381.4182741136708|2012|3||
204|133.13364173948662|2012|3||
205|173.15236109144251|2018|2||
206|134.97769605077988|2012|4||
207|322.2555072169601|1995|5||
208|175.16110267068277|2004|5||
209|389.2084067996002|2004|3||
210|254.38647451496368|1995|4||
211|141.00343906940975|2001|3||
212|339.0016653774956|2013|3||
213|36.70419261131133|2012|2||
214|231.30078498066777|2013|5||
215|126.5700107794638|2003|5||
216|179.28855093637856|1995|3||
217|187.0783002007721|2010|3||
218|85.73006075982752|2009|4||
219|398.54645420097887|1998|5||
220|383.9478759601676|2010|3||
221|263.8777309743793|2001|4||
222|302.2870496644765|2010|5||
223|100.14904891783708|2012|2||
224|198.5649715029314|2002|5||
225|378.2461148651643|2014|3||
226|71.39996407177486|2011|2||
227|45.56232013174103|1996|3||
228|21.918726102576112|2008|1||
229|121.17511588974727|1999|4||
230|101.09631815042756|2013|5||
231|144.05007664538482|2004|4||
232|126.81539325000188|1999|2||
233|370.0671255858352|2002|4||
234|373.6033563386589|1996|5||
235|60.70538792546286|2000|4||
236|218.82949306956075|2009|4||SI
237|164.45736215051502|2008|4||
238|351.5138321102808|2002|3||
239|233.7526729882734|1995|3||
240|240.41978613464528|2017|3||
241|266.2424826994916|2009|5||
243|130.08444154199103|1998|3||
244|172.9388062643868|2011|5||
245|115.2428503538306|2002|3||
246|116.14629992108758|2001|3||
247|57.06135714167001|2010|2||
248|382.8992232435825|2001|3||
249|307.36505343569587|2018|3||
250|397.5356644059482|2001|3||
251|299.7505835291287|1999|4||
252|130.05295191150458|2008|4||
253|333.36652437280645|2007|5||
254|232.04711107192|2012|4||
255|204.5936300883493|2011|3||
256|328.04225978727817|2005|5||
257|239.87218463407245|2013|4||
258|292.9671490892069|2010|3||
259|221.38411234678767|2003|5||
260|220.4935397481877|2012|3||
261|181.4109805680133|2016|2||
262|22.234410040649987|1995|3||
263|358.1246110647001|2006|3||
264|368.5594265078612|2011|4||
265|173.79968928990127|2011|3||SI
266|241.1474802430594|2008|4||
267|131.00717767172551|2006|4||
268|190.3489002133317|1995|2||
269|191.90401255739|1997|4||
270|95.71584521427016|1999|2||
271|338.0048496223974|1995|4||
272|326.5959268921638|2002|5||
273|130.49138134284345|1999|5||
274|81.54596723764983|2004|4||
275|292.69701083600006|2005|5||
276|199.6211810897041|1999|5||
277|365.7848483559263|2012|4||
278|63.4966576896501|2013|3||
279|347.25336166641955|1996|5||
280|174.65628718719668|1996|4||
281|353.5680587540708|2000|5||
282|188.8187613406203|2002|5||
283|233.1689722017536|2012|5||
284|389.8284878170967|1999|4||
285|397.51950855904965|1997|3||
286|304.61540509918234|2006|5||
287|169.50123290078173|1997|3||
288|393.9899688461402|2019|3||
289|382.1772464064418|2006|5||
290|342.05738544306763|1995|3||
291|368.7202641998745|2019|5||
292|71.37161917000998|2017|3||
293|249.02612049749905|2016|3||
294|299.99146948050105|2017|4||
295|241.2950670045554|2013|5||
296|57.21185753903004|2005|4||
297|145.9262635930336|2017|4||
298|295.27513957620624|2002|4||
299|208.45750918945828|1996|5||
300|186.87633396170145|2001|3||
301|23.683472918765016|2018|3||
302|338.7366271088568|2015|5||
303|220.59179413787143|2016|3||
304|47.60180676432071|2003|3||SI
305|339.6158686271061|1998|5||
306|337.4605553499574|1996|5||
307|320.4816301792061|2011|3||
308|168.57762387432834|2015|4||
309|265.509236091403|2007|5||
310|137.830976189098|1998|4||
311|165.52943748409388|2006|2||
312|55.47923258302314|2001|4||
314|147.7406160506044|2015|4||
315|227.5635876690913|1998|3||
316|73.04076778403828|2011|3|3.0|
317|233.35779687297352|1998|5||
318|100.3276426659472|2006|4||
319|253.96116609838668|2016|3||
320|290.41299646266856|1999|5||
321|303.93491496935815|2016|5||
322|216.6291083306796|2017|3||
323|23.503821947478|2011|1||
324|41.30997489007075|2011|2||
325|226.19509176986247|2009|4||
326|17.865711938892176|2013|1||
327|225.30669086209423|2006|4||
328|198.51389347883944|2011|2||
329|164.14362615975554|1996|3||
331|132.31666819103964|2007|5||
332|111.19253802796209|2004|3||
333|344.2934393663941|2001|5||
334|377.5450732197942|2013|4||
335|36.224335415140416|2009|1||SI
336|40.30058323822582|1995|2||
337|224.07499587490952|2008|4||
339|42.61423849890309|1999|3||
340|308.9093108329168|1996|3||
342|312.2327580348358|2014|4||
343|80.57729790943526|2014|2||
344|196.2453222505953|2001|4||
345|278.23742012089326|2016|4||
347|309.08644058682773|1999|3||
349|187.82244792567369|2007|2||
350|37.468231278904746|1997|2||
351|379.2200946004232|2005|3||
352|24.69081212805477|2002|2||
353|305.3422968983164|2019|4||
354|263.2545316386413|1997|4||
355|154.32750377448156|2001|2||
356|262.4602590179037|2012|4|4.0|SI
358|166.52983129649397|2008|4||
359|17.18959205192915|2010|2||
360|25.37537509488968|1997|3||
361|232.3808900026345|2003|4||
362|303.37443512112384|2002|5||
363|57.010880110966006|1999|2||
364|21.41902527760919|1999|3||
365|190.88965274662087|2014|3||
366|379.1562128130207|2016|4||SI
367|225.0031829013413|2001|4||
368|345.00624084883384|1996|4||
369|276.0568537531289|2007|4||
370|323.94594678730624|2019|5||
371|68.48638381789502|2000|3||
372|41.870393008077386|2009|3||
373|90.14010517453757|2007|4||
374|124.9006035092508|2003|2||
375|267.9136685301811|2001|5||
376|316.7749543183158|2019|3||
377|15.020459715961776|2006|2||
378|153.12214250890855|2004|3||
379|120.74948561289892|2001|3||
380|78.14232086808217|2015|3||
381|34.484226949947185|2003|3||
382|387.7921787858442|1998|3||
386|306.5086334040621|2003|4||
387|235.391905866787|2004|3||
388|148.00646408160856|2008|5||
389|187.991213301818|1996|5||SI
390|191.90436457595544|2004|3||
391|184.411242714836|2002|2||
392|308.47447603139096|2000|4||
393|197.08150958066227|1999|5||
394|145.13565830664592|2002|2||
395|104.0378207755715|2007|2||
396|103.85058602467043|1999|4||
397|349.7438267214926|2016|3||
398|164.5403202814947|1997|3||
399|71.29025261147008|2007|3||
400|332.1736219794428|2012|3||
401|322.5930952761156|2005|5|4.0|SI
402|225.3044887162978|2018|3||
403|167.44415922446674|2013|5||
404|293.5346761294143|1999|3||
405|112.20218401409456|1997|5||
406|236.54976035771568|2000|3||
407|268.5088903588964|1995|3||
408|118.96980971198631|2005|2||
409|341.61133589751216|2018|5||
410|213.1801427075329|2012|3||
411|316.26345433999205|2005|3||
412|124.36630478086066|2000|2||
413|146.32403722463158|1997|4||
414|275.90985061529494|1997|5||
415|376.9774297175047|1997|5||
416|70.96481426745373|2016|2||
417|315.2681886496262|2002|4||
418|230.4732149835341|2016|5||
419|129.46565979552582|1995|4||
420|136.64532556890214|2017|3||
421|21.972794462809315|2016|2||
422|343.31233249948144|2017|4||
423|319.79990035646665|2001|5|1.0|
424|182.96236535212387|1999|3||
425|330.0331855130746|2010|3||
426|130.6905724584371|1996|4||
427|102.87752287913948|2014|2||
428|341.48774771565485|2017|4||
429|393.2796264624517|2019|5||
430|125.94240990076096|1998|5||
431|166.98884202515137|2009|4||
432|20.630534071296186|2005|3||
433|386.9445201153466|1998|4||
434|54.291499736562464|2017|2||
435|131.0177751564595|2019|5||
437|244.69681710752928|1999|3||
438|89.17709544253283|1999|2||
439|60.34342375648857|2007|3||
440|393.2508189208192|2005|3||
441|126.50877947701136|2000|4||
442|19.76061513100486|1998|3||
443|180.7488525401548|2006|4||
444|399.2438455152397|2010|4||
445|79.19869002201052|2008|2||
446|346.4045767046693|2003|5||SI
447|284.45165135004544|2005|4||
448|181.41932506783428|2007|3||
449|321.5176162701944|2018|5||
450|325.09958543364496|2017|3||
451|259.8343583126416|1998|3||
452|171.6297719439464|2011|3||
453|21.1269150470183|2008|3||
454|332.91263842721736|2007|3||
455|306.86172885476213|2015|4||
456|227.1626305024432|2005|5||
457|356.9083364492166|2016|4||
458|398.27337435042807|2017|3||
459|273.80318213404075|2018|4||
460|364.7189437543951|2003|5||
461|39.76553698664912|2018|2||
462|308.06243199204414|2010|4||
463|337.62577849191524|2017|3||
464|19.60794351348983|1999|3||
465|395.56564651146965|2005|3||
466|269.42497987760703|2015|4||
467|115.1633650891554|2009|3||
468|384.4862886897077|2010|4||
469|115.52748022031972|2015|5||
470|363.1253012476765|2008|3||
471|219.81071807126423|2017|5||
472|22.61881548191537|1995|1||
473|343.40476424535626|2013|4||
474|317.26063053755365|2005|5||
475|324.17423260786126|2019|5||
476|95.52071173548056|2007|2||
477|55.25357882578986|2008|4||SI
478|128.73012184420506|1996|2||
479|64.93013891416325|2014|3||
480|118.7744974349692|2008|3||
481|276.37626865731715|2018|5||
482|373.65081029192174|1995|5||
483|384.33732641612863|1996|4||
484|314.0677128861777|2016|5||
485|121.18753849913222|2018|2||
487|373.5663869083808|2000|4||
488|365.8800675838263|2016|5||
489|330.23409433223924|2019|5||
490|223.22937572428032|2019|3||
491|287.04370761609005|1995|5||
492|279.26640426334484|1997|4||
493|322.0990680852628|2009|3||
494|42.84328982509166|2003|2||
495|190.17168990230127|2015|2||
496|354.3526560393541|2016|5||
497|33.09718773915373|1999|1||
498|397.15453471200544|2003|5||
500|336.88588899063933|2014|4||
501|220.65376302982853|1996|3||
502|87.06445239509334|2005|2||
504|279.6901903705956|2009|4||
505|357.2850250782984|2016|4||
506|396.8635367281312|1996|3||
507|19.43141535673516|2006|1||
508|282.1752503537615|1996|5||
510|204.3880068203694|2004|4||
511|320.65048532886385|2000|4||
512|211.7193536431511|2017|3||
513|18.734446502667573|2009|2||
514|212.03696294126857|2004|3|1.0|
515|279.26809632176924|2001|4||
516|377.1221566131471|2017|4||
517|114.4461407921855|2016|2||
518|393.48311390913216|1999|5||
519|104.05534320436644|2002|5||
520|288.55192244116495|2007|5||
521|292.1767881491661|2011|5||SI
522|245.1743847935389|2009|4||
523|359.6819392970784|2019|3||
524|32.049280497379044|2004|1||
525|189.04427452054009|2002|5||
526|66.05003070077113|2015|3||
527|69.94173319797513|2011|2||
528|28.99275587079569|1995|2||
529|205.78078890021408|2002|4||
530|178.16463723119446|2005|3||
531|240.48540334887244|2019|4||
532|372.5595845816878|2015|4||
533|310.6112776459651|2007|4||
534|152.92934478034357|2008|2||
535|331.3437583821644|2007|4||
536|329.3473002840084|1998|3||
537|251.17914036251568|1996|5||
538|309.89994898379763|2003|3||
539|43.56457001396935|1995|2||
540|278.1093357592572|1998|3||
541|212.54808979333248|2009|5||
542|226.518208602926|2008|3||
543|45.80533156444231|2014|1||
544|71.83141739231411|1995|3||
545|212.8749450301209|2008|4||
546|96.23948831462154|2007|3||
547|101.97111276050688|1997|3||
548|198.4757172969884|2017|3||
549|184.1664744443897|2005|2||
550|301.93587155126374|1998|5||
551|103.21519706188772|2008|4||
552|164.56137485058775|2007|5||
553|181.24652446035785|2008|4||
554|57.97953921457853|2013|3||
557|207.19649373050643|2014|5|4.0|
558|261.2433609535568|2017|3||
559|124.5561781381904|2006|2||
560|173.8416716194667|2013|3||
561|169.86496279740825|2009|5||
562|298.352971424917|2009|5||
563|261.9950685087392|2016|4||
564|299.46678331455405|2009|5||
565|231.6826829732165|2015|5||
566|81.68004071498835|2008|3||
567|315.2597736881351|2015|5||
568|274.55714262375807|2009|5||
569|383.8076160227498|2011|4||
570|280.2712633167397|2010|3||
571|277.9094726824348|2003|5||
572|118.65678752848864|2012|3||
573|143.25009946138337|2018|2||
574|68.14975761697329|2007|3||
575|84.04731079010693|2006|4||
576|357.07511691460826|2009|3||
577|280.4844126676042|1997|3||
578|386.9197543043832|2012|4||
579|219.7675842172717|2013|3||
580|396.74698826746345|2017|4||
581|102.2142154594523|2001|2||
582|358.3313734291048|1995|4||
583|181.71144497021663|2011|2||
584|141.04797459753706|2012|5|3.0|
585|203.8054842796008|2001|3||
586|199.0287480815444|2002|3||
587|319.77581082595367|1999|4||
588|174.32568294205228|2003|5||
589|388.9275187689765|2007|3||
590|261.75890908779127|2011|5||
591|100.01037823930488|2016|2||
592|271.3587987815461|2004|5||
593|239.7604844551536|2015|5||
594|276.5055548024497|2001|4||
595|96.62473828199217|2014|4||
596|229.5607713694516|2018|5||
597|167.51948340366434|2007|2||
598|129.4428354086251|2012|5||SI
